0306181001	5.8
0306181002	6.3
0306181003	8.2
0306181004	5.7
0306181005	6.2
0306181006	8.0
0306181007	5.9
0306181008	7.2
0306181009	8.7
0306181010	5.8
0306181012	5.5
0306181014	7.0
0306181015	5.4
0306181016	7.5
0306181017	8.7
0306181018	9.7
0306181019	8.1
0306181020	6.3
0306181021	6.5
0306181022	6.4
0306181023	5.2
0306181024	5.2
0306181025	8.2
0306181026	5.1
0306181027	5.8
0306181028	5.2
0306181029	6.9
0306181030	5.9
0306181031	0.0
0306181032	7.2
0306181033	9.5
0306181034	5.4
0306181035	5.2
0306181036	5.1
0306181037	6.2
0306181038	6.7
0306181039	8.9
0306181040	5.5
0306181041	7.2
0306181042	9.4
0306181043	5.7
0306181044	7.2
0306181045	7.7
0306181046	5.8
0306181047	6.5
0306181048	6.8
0306181049	7.9
0306181050	7.2
0306181051	7.8
0306181053	6.4
0306181054	8.2
0306181055	6.2
0306181056	7.0
0306181057	6.1
0306181058	5.7
0306181059	6.2
0306181060	7.0
0306181061	5.4
0306181062	6.9
0306181063	7.2
0306181064	8.2
0306181065	5.0
0306181066	7.3
0306181067	6.5
0306181068	7.4
0306181069	6.3
0306181070	7.5
0306181071	5.0
0306181072	7.7
0306181073	7.6
0306181074	5.9
0306181075	5.4
0306181076	5.3
0306181077	5.2
0306181078	7.7
0306181079	5.9
0306181080	5.6
0306181081	7.2
0306181082	5.6
0306181083	5.2
0306181084	7.2
0306181085	6.7
0306181086	7.0
0306181087	6.3
0306181089	5.4
0306181091	5.4
0306181092	7.4
0306181093	7.4
0306181094	6.4
0306181097	7.6
0306181098	7.8
0306181099	7.2
0306181100	7.5
0306181101	0.0
0306181102	7.2
0306181103	7.7
0306181104	6.7
0306181105	6.9
0306181106	7.5
0306181107	5.9
0306181108	6.4
0306181109	6.0
0306181110	5.5
0306181111	7.0
0306181112	6.2
0306181113	7.4
0306181114	7.0
0306181115	7.0
0306181116	8.8
0306181117	6.4
0306181118	8.0
0306181119	8.2
0306181120	6.2
0306181121	5.9
0306181122	6.8
0306181124	5.2
0306181125	5.0
0306181126	5.9
0306181127	7.7
0306181128	6.7
0306181129	7.6
0306181130	7.9
0306181131	5.0
0306181132	8.0
0306181133	7.4
0306181134	5.2
0306181135	4.2
0306181136	5.0
0306181137	8.2
0306181138	5.7
0306181139	7.0
0306181140	5.7
0306181141	6.2
0306181142	5.7
0306181143	3.0
0306181144	7.1
0306181145	5.5
0306181146	5.7
0306181147	6.0
0306181148	8.7
0306181149	6.4
0306181150	8.2
0306181151	5.4
0306181152	8.5
0306181153	5.8
0306181154	5.8
0306181155	2.3
0306181156	7.9
0306181157	9.2
0306181158	8.6
0306181159	7.5
0306181160	7.5
0306181161	7.6
0306181162	7.9
0306181163	8.7
0306181164	4.4
0306181165	7.5
0306181166	7.0
0306181167	6.0
0306181168	6.2
0306181169	2.8
0306181170	3.1
0306181171	7.2
0306181172	6.7
0306181173	0.0
0306181174	4.6
0306181175	7.1
0306181176	6.9
0306181177	2.3
0306181178	7.5
0306181179	7.8
0306181180	6.5
0306181182	9.0
0306181183	8.7
0306181184	9.5
0306181185	9.2
0306181186	7.7
0306181187	6.9
0306181188	7.9
0306181189	4.8
0306181190	5.0
0306181192	6.2
0306181194	5.9
0306181195	6.9
0306181294	8.2
0306181295	5.7
0306181296	5.2
0306181297	6.7
0306181298	9.2
0306181299	8.0
0306181300	6.2
0306181301	6.7
0306181302	6.2
0306181303	5.2
0306181304	6.6
0306181305	7.2
0306181306	7.2
0306181307	7.5
0306181308	5.9
0306181309	6.4
0306181310	5.7
0306181311	7.7
0306181312	6.4
0306181313	7.4
0306181314	7.5
0306181315	5.4
0306181316	6.2
0306181317	8.4
0306181318	6.2
0306181319	7.7
0306181320	7.2
0306181321	5.7
0306181322	9.3
0306181324	6.9
0306181325	6.3
0306181326	5.7
0306181328	8.6
0306181329	8.0
0306181330	6.5
0306181331	7.6
0306181332	6.4
0306181333	5.8
0306181335	7.6
0306181336	5.6
0306181337	7.7
0306181339	7.5
0306181340	7.5
0306181341	6.0
0306181342	7.7
0306181343	6.0
0306181344	5.5
0306181345	5.6
0306181346	6.8
0306181347	9.2
0306181348	7.5
0306181349	5.4
0306181350	8.2
0306181351	7.8
0306181353	8.4
0306181354	5.7
0306181355	6.3
0306181356	7.7
0306181357	4.4
0306181358	5.7
0306181359	5.5
0306181360	6.9
0306181362	5.2
0306181363	7.0
0306181365	5.6
0306181366	5.7
0306181367	7.5
0306181368	5.4
0306181369	6.7
0306181370	5.2
0306181371	6.2
0306181372	6.7
0306181373	8.5
0306181374	6.7
0306181375	7.0
0306181376	7.5
0306181377	8.0
0306181378	5.4
0306181379	7.5
0306181380	6.5
0306181381	5.4
0306181382	7.0
0306181384	6.8
0306181385	5.5
0306181386	7.5
0306181387	6.5
0306181388	6.2
0306181389	7.0
0306181390	9.2
0306171389	5.1
	
	
	
	
	
	
